ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1003445,F,N,Y,0,254800.0,Commercial associate,Academic degree,Separated,With parents,-23340,-386,0,0,0,Other,1
1003446,F,Y,Y,0,170000.0,Working,Lower secondary,Civil marriage,House / apartment,-17914,-5244,0,0,0,Laborers,2
1003447,F,N,Y,2,210200.0,State servant,Incomplete higher,Civil marriage,House / apartment,-14546,-7339,1,0,0,Drivers,4
1003448,F,N,Y,0,187200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21658,-7176,0,0,0,Managers,1
1003449,F,Y,Y,2,189700.0,Working,Academic degree,Married,House / apartment,-15653,-4894,0,0,0,Laborers,4
1003450,M,Y,Y,0,30000.0,Working,Higher education,Civil marriage,House / apartment,-8154,-6312,0,0,0,Laborers,2
1003451,F,N,Y,2,127500.0,Working,Secondary / secondary special,Married,House / apartment,-15632,-1545,1,0,0,Accountants,4
1003452,F,N,Y,1,226900.0,Working,Higher education,Married,House / apartment,-20358,-5331,0,1,1,High skill tech staff,3
1003453,F,Y,N,0,147500.0,Pensioner,Incomplete higher,Married,House / apartment,-20002,365243,0,0,0,Laborers,2
1003454,M,Y,Y,2,160100.0,Commercial associate,Secondary / secondary special,Married,With parents,-9454,-2707,0,0,0,Managers,4
1003455,F,N,Y,1,80600.0,Working,Lower secondary,Married,Municipal apartment,-17227,-2815,0,1,0,Accountants,3
1003456,M,Y,Y,0,125300.0,Pensioner,Lower secondary,Married,House / apartment,-14120,365243,1,1,0,High skill tech staff,2
1003457,F,Y,N,0,30000.0,Working,Secondary / secondary special,Married,Rented apartment,-24946,-526,0,0,1,Core staff,2
1003458,F,N,Y,1,107600.0,Working,Lower secondary,Married,Rented apartment,-8686,-7326,0,0,0,Other,3
1003459,F,N,N,1,290900.0,Working,Lower secondary,Married,House / apartment,-24676,-5671,0,0,0,Sales staff,3
1003460,F,Y,Y,1,180700.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15295,365243,0,0,0,Core staff,2
1003461,M,N,Y,1,210700.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16212,-1706,0,0,0,Laborers,3
1003462,M,Y,N,1,199400.0,Working,Secondary / secondary special,Married,House / apartment,-17120,-698,0,0,0,Sales staff,3
1003463,F,N,Y,1,57100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14896,-1676,0,1,0,High skill tech staff,2
1003464,F,N,Y,1,177800.0,Commercial associate,Higher education,Married,House / apartment,-12227,-5410,0,0,0,Laborers,3
1003465,M,N,N,0,215200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9558,-3192,0,0,0,Core staff,2
1003466,F,N,Y,2,134700.0,Working,Lower secondary,Married,House / apartment,-17008,-5828,0,1,0,Other,4
1003467,F,N,N,0,157900.0,Working,Academic degree,Married,House / apartment,-24876,-4561,0,1,0,Laborers,2
1003468,F,N,Y,0,349100.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-22997,-2808,0,0,0,Laborers,1
1003469,F,N,N,1,194500.0,Commercial associate,Higher education,Married,House / apartment,-18553,-6468,0,0,0,Other,3
1003470,M,Y,N,0,158500.0,Working,Higher education,Married,Municipal apartment,-12468,-3143,1,0,0,Sales staff,2
1003471,M,N,Y,0,151100.0,Pensioner,Higher education,Married,House / apartment,-24746,365243,0,0,0,High skill tech staff,2
1003472,F,N,N,0,80500.0,State servant,Secondary / secondary special,Separated,House / apartment,-20987,-3644,0,0,0,Sales staff,1
1003473,F,N,Y,1,127100.0,Working,Secondary / secondary special,Married,Municipal apartment,-21248,-104,0,0,0,Core staff,3
1003474,F,Y,Y,3,178000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18582,-417,0,1,0,Sales staff,4
1003475,F,N,Y,1,183500.0,Working,Secondary / secondary special,Widow,House / apartment,-12943,-5878,1,1,0,Managers,2
1003476,F,N,Y,0,211000.0,Commercial associate,Lower secondary,Civil marriage,Co-op apartment,-14308,-1535,0,0,0,Laborers,2
1003477,F,N,N,0,160300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11373,-1005,0,0,1,Sales staff,2
1003478,F,N,Y,0,138100.0,Working,Secondary / secondary special,Married,House / apartment,-14761,-3639,1,0,0,Accountants,2
1003479,F,Y,N,0,75000.0,Pensioner,Higher education,Married,House / apartment,-16454,365243,1,0,0,Core staff,2
1003480,M,Y,Y,0,145600.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-21258,365243,0,1,0,Accountants,1
1003481,M,Y,Y,0,158700.0,Working,Secondary / secondary special,Married,House / apartment,-23312,-869,0,1,0,Managers,2
1003482,F,Y,Y,0,219000.0,Working,Higher education,Married,House / apartment,-18319,-6595,0,1,1,Accountants,2
1003483,M,N,Y,0,110000.0,Working,Higher education,Married,Rented apartment,-22210,-5682,1,1,0,Sales staff,2
1003484,F,N,N,1,184100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16051,-6459,1,0,0,Accountants,2
1003485,F,N,N,2,110700.0,Pensioner,Higher education,Married,Co-op apartment,-23459,365243,1,0,0,Accountants,4
1003486,F,N,N,3,229300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13600,-6928,0,1,1,Sales staff,5
1003487,M,Y,N,1,303400.0,Commercial associate,Higher education,Civil marriage,House / apartment,-7942,-7235,1,0,1,High skill tech staff,3
1003488,M,Y,Y,0,101900.0,Pensioner,Higher education,Married,House / apartment,-22982,365243,0,0,0,Other,2
1003489,M,Y,Y,1,302700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12431,-4250,0,0,0,Accountants,3
1003490,M,Y,N,0,271500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21890,-4169,0,1,0,Drivers,2
1003491,M,N,Y,1,173300.0,Working,Higher education,Married,House / apartment,-13951,-3916,0,0,0,Laborers,3
1003492,F,Y,Y,2,80000.0,Pensioner,Lower secondary,Married,House / apartment,-22484,365243,0,1,0,Medicine staff,4
1003493,F,Y,Y,1,227700.0,Working,Incomplete higher,Married,House / apartment,-13418,-4032,0,0,0,Managers,3
1003494,F,Y,Y,3,121600.0,Working,Higher education,Single / not married,Office apartment,-11023,-695,0,0,0,Core staff,4
1003495,F,N,Y,1,178700.0,Working,Higher education,Single / not married,House / apartment,-23425,-6357,1,0,0,Other,2
1003496,M,N,N,1,117700.0,Pensioner,Higher education,Married,House / apartment,-10854,365243,0,0,1,Sales staff,3
1003497,F,N,Y,0,167000.0,Working,Incomplete higher,Civil marriage,House / apartment,-12556,-4101,1,0,0,High skill tech staff,2
1003498,F,N,Y,3,155500.0,Working,Incomplete higher,Married,House / apartment,-8354,-432,0,1,0,Sales staff,5
1003499,M,N,Y,0,114000.0,State servant,Secondary / secondary special,Married,With parents,-22879,-6835,0,0,0,Accountants,2
1003500,F,Y,N,2,69500.0,State servant,Secondary / secondary special,Civil marriage,With parents,-15140,-4566,1,0,0,Core staff,4
1003501,M,N,N,0,238600.0,State servant,Secondary / secondary special,Married,Office apartment,-22725,-6847,0,0,0,Managers,2
1003502,F,N,N,0,149000.0,Working,Secondary / secondary special,Single / not married,With parents,-8359,-4687,0,0,0,Other,1
1003503,F,N,Y,2,152800.0,State servant,Lower secondary,Married,Municipal apartment,-9622,-2386,1,1,0,Medicine staff,4
1003504,M,N,N,0,171500.0,Working,Secondary / secondary special,Married,House / apartment,-11520,-9081,1,0,0,Medicine staff,2
1003505,F,Y,N,2,249000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22498,-3658,0,0,0,Medicine staff,3
1003506,F,N,N,0,301800.0,Working,Incomplete higher,Married,House / apartment,-8565,-7631,1,1,0,Accountants,2
1003507,F,Y,N,2,190100.0,Working,Secondary / secondary special,Married,House / apartment,-11645,-165,0,0,1,High skill tech staff,4
1003508,F,N,Y,1,170100.0,Working,Secondary / secondary special,Married,House / apartment,-8926,-391,0,0,0,Medicine staff,3
1003509,F,Y,Y,1,145600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13132,-3372,1,1,0,Accountants,3
1003510,M,Y,Y,0,59400.0,Pensioner,Higher education,Civil marriage,House / apartment,-17104,365243,0,0,0,Laborers,2
1003511,M,N,Y,0,68200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23596,-2983,0,0,0,High skill tech staff,2
1003512,M,N,N,2,129900.0,Working,Higher education,Single / not married,House / apartment,-20677,-8440,0,1,1,Medicine staff,3
1003513,F,Y,N,0,48300.0,Working,Secondary / secondary special,Married,House / apartment,-12868,-6639,0,1,0,Drivers,2
1003514,F,N,N,0,220400.0,State servant,Higher education,Married,Rented apartment,-25364,-91,0,0,1,High skill tech staff,2
1003515,F,N,Y,1,206700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15679,-2051,0,0,1,Core staff,2
1003516,F,Y,Y,0,164100.0,Working,Incomplete higher,Married,House / apartment,-21043,-5246,1,0,0,Core staff,2
1003517,M,N,Y,0,249900.0,Working,Secondary / secondary special,Married,House / apartment,-11152,-1035,1,0,0,Core staff,2
1003518,M,N,Y,0,100000.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-14813,-3537,0,0,0,High skill tech staff,2
1003519,M,N,Y,0,128300.0,Working,Higher education,Married,Rented apartment,-19245,-1467,1,0,0,Drivers,2
1003520,M,Y,Y,2,58200.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-10691,-7326,0,1,0,High skill tech staff,3
1003521,M,Y,Y,0,228800.0,Working,Secondary / secondary special,Married,House / apartment,-18953,-846,1,0,0,High skill tech staff,2
1003522,F,N,N,3,86000.0,Pensioner,Higher education,Single / not married,House / apartment,-23630,365243,0,0,0,Managers,4
1003523,M,N,Y,0,181000.0,Working,Secondary / secondary special,Married,Office apartment,-22215,-606,1,0,0,Accountants,2
1003524,M,N,N,0,324200.0,Commercial associate,Higher education,Separated,House / apartment,-18649,-6932,0,0,0,Other,1
1003525,M,Y,Y,1,266400.0,Working,Secondary / secondary special,Married,House / apartment,-17554,-3992,0,0,0,Accountants,3
1003526,M,N,Y,0,158400.0,State servant,Incomplete higher,Separated,House / apartment,-11315,-8570,1,1,0,High skill tech staff,1
1003527,F,N,N,1,272300.0,Commercial associate,Academic degree,Married,Office apartment,-20486,-6338,0,0,0,Sales staff,3
1003528,F,Y,N,2,164100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22373,-4179,0,0,0,High skill tech staff,3
1003529,F,N,Y,0,286100.0,Working,Higher education,Civil marriage,Rented apartment,-8870,-348,0,0,0,Medicine staff,2
1003530,M,N,Y,2,169500.0,Working,Secondary / secondary special,Married,House / apartment,-12654,-4555,0,0,0,Medicine staff,4
1003531,M,Y,Y,0,185100.0,Working,Incomplete higher,Married,With parents,-24363,-7375,0,0,0,Managers,2
1003532,F,N,N,0,205800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17910,-7793,0,0,0,Drivers,1
1003533,M,Y,N,0,227200.0,State servant,Higher education,Married,House / apartment,-17835,-986,0,0,0,Managers,2
1003534,M,N,Y,2,192600.0,Working,Higher education,Single / not married,House / apartment,-16570,-6664,0,0,0,Core staff,3
1003535,M,N,Y,0,152000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16013,365243,0,1,0,Drivers,2
1003536,M,N,N,2,202300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19385,-1779,0,0,0,Laborers,3
1003537,M,N,Y,0,147700.0,State servant,Secondary / secondary special,Married,Office apartment,-18459,-2089,1,0,0,Core staff,2
1003538,M,N,N,0,238600.0,Working,Incomplete higher,Single / not married,House / apartment,-10627,-5637,0,1,1,Accountants,1
1003539,F,Y,Y,0,201800.0,Working,Secondary / secondary special,Married,House / apartment,-21393,-8132,0,1,0,Drivers,2
1003540,M,N,Y,2,119500.0,Working,Higher education,Married,House / apartment,-16718,-7858,0,1,0,Medicine staff,4
1003541,M,Y,Y,1,156900.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-14119,-3785,0,0,0,High skill tech staff,3
1003542,F,Y,Y,0,252500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-23149,-5115,0,0,0,Medicine staff,1
1003543,M,Y,Y,2,237200.0,Working,Higher education,Married,House / apartment,-10031,-6387,0,1,0,Core staff,4
1003544,M,N,N,0,377700.0,Commercial associate,Incomplete higher,Married,With parents,-16371,-4998,1,1,0,Medicine staff,2
1003545,F,Y,N,2,68000.0,Working,Higher education,Single / not married,House / apartment,-22076,-8689,0,0,0,Other,3
1003546,M,Y,N,2,181600.0,Working,Higher education,Married,House / apartment,-15176,-772,0,0,0,Medicine staff,4
1003547,M,Y,Y,1,210800.0,Working,Higher education,Civil marriage,House / apartment,-20262,-474,0,0,1,Accountants,3
1003548,F,Y,Y,2,264800.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-23349,-4845,0,0,0,Medicine staff,3
1003549,M,N,Y,0,324800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11401,-2288,0,0,0,Core staff,2
1003550,F,N,N,1,295100.0,Commercial associate,Lower secondary,Married,House / apartment,-8341,-8328,0,0,0,High skill tech staff,3
1003551,F,Y,Y,1,157200.0,Commercial associate,Higher education,Single / not married,House / apartment,-12978,-8892,0,0,1,Accountants,2
1003552,M,N,Y,0,116100.0,Working,Higher education,Married,House / apartment,-12891,-6690,0,0,0,Other,2
1003553,F,N,Y,1,133100.0,Pensioner,Higher education,Civil marriage,Rented apartment,-9351,365243,1,1,0,Sales staff,3
1003554,F,N,Y,0,242400.0,Working,Secondary / secondary special,Married,House / apartment,-21961,-3566,1,1,0,High skill tech staff,2
1003555,M,N,Y,0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13239,-2782,0,0,0,Medicine staff,2
1003556,F,N,N,0,80600.0,Working,Secondary / secondary special,Married,With parents,-23529,-3707,0,0,0,Managers,2
1003557,M,Y,N,0,152000.0,Commercial associate,Higher education,Widow,House / apartment,-24245,-2045,0,0,0,Drivers,1
1003558,F,N,N,0,298100.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-15001,-5897,0,1,0,Core staff,1
1003559,M,N,N,2,158000.0,Working,Secondary / secondary special,Married,Rented apartment,-24000,-5178,1,0,0,Accountants,4
1003560,F,N,N,0,249900.0,Commercial associate,Lower secondary,Widow,House / apartment,-10619,-3219,1,0,0,Medicine staff,1
1003561,M,N,Y,1,247100.0,Working,Higher education,Married,House / apartment,-10181,-4258,0,0,0,High skill tech staff,3
1003562,F,Y,Y,0,104300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17508,-187,1,0,0,Other,1
1003563,M,N,N,0,205200.0,Commercial associate,Higher education,Single / not married,House / apartment,-13766,-5768,0,0,0,Sales staff,1
1003564,M,N,Y,0,98000.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-8048,365243,0,1,0,Other,2
1003565,F,Y,Y,0,202400.0,Working,Higher education,Married,House / apartment,-22261,-7855,0,0,0,Other,2
1003566,F,Y,Y,1,228700.0,Working,Higher education,Married,With parents,-16797,-7618,0,1,0,Other,3
1003567,F,N,Y,1,86700.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-23996,-1832,0,0,0,High skill tech staff,2
1003568,F,N,Y,0,239500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10243,-5409,0,0,0,Other,2
1003569,F,N,Y,0,234800.0,Working,Secondary / secondary special,Married,With parents,-23865,-2958,1,1,0,Accountants,2
1003570,F,N,Y,2,42100.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-22018,365243,1,1,1,Medicine staff,3
1003571,M,N,N,0,234600.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-13148,-7861,0,0,0,Medicine staff,1
1003572,F,Y,Y,0,103400.0,Working,Academic degree,Married,House / apartment,-14767,-7039,0,0,0,Medicine staff,2
1003573,F,Y,N,1,139600.0,Working,Secondary / secondary special,Married,House / apartment,-19242,-165,0,1,0,Sales staff,3
1003574,F,Y,Y,0,30000.0,Working,Incomplete higher,Married,House / apartment,-19187,-4341,0,0,1,High skill tech staff,2
1003575,F,Y,Y,3,357000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-20362,-6637,0,0,0,Accountants,4
1003576,M,Y,Y,1,157600.0,Working,Higher education,Single / not married,House / apartment,-12834,-5795,0,0,0,Managers,2
1003577,M,N,Y,0,114800.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22978,-1906,0,0,1,Managers,2
1003578,F,N,N,0,200700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19342,-7692,0,1,0,Accountants,1
1003579,F,Y,N,1,152400.0,Commercial associate,Higher education,Single / not married,House / apartment,-18300,-1071,1,0,1,Core staff,2
1003580,F,Y,N,0,108400.0,Working,Incomplete higher,Married,House / apartment,-14274,-5353,0,0,0,Medicine staff,2
1003581,F,Y,N,3,183400.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16394,365243,0,0,1,High skill tech staff,5
1003582,F,N,Y,1,196000.0,Pensioner,Higher education,Single / not married,Municipal apartment,-8296,365243,0,0,0,Other,2
1003583,M,Y,Y,0,142700.0,Working,Secondary / secondary special,Married,House / apartment,-15293,-1932,0,1,0,Drivers,2
1003584,F,Y,Y,1,219800.0,State servant,Higher education,Widow,House / apartment,-22645,-1566,0,1,0,Laborers,2
1003585,M,N,Y,0,202400.0,Working,Higher education,Separated,House / apartment,-13420,-1558,0,0,0,Accountants,1
1003586,M,N,Y,0,121200.0,Commercial associate,Higher education,Married,Municipal apartment,-22101,-3690,0,0,0,Managers,2
1003587,F,Y,Y,1,81000.0,Pensioner,Secondary / secondary special,Married,With parents,-21618,365243,0,0,0,Managers,3
1003588,F,N,Y,1,370300.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-20736,-6677,0,1,0,Sales staff,3
1003589,M,Y,Y,1,80100.0,State servant,Higher education,Single / not married,House / apartment,-22329,-4299,0,0,0,Drivers,2
1003590,M,N,Y,0,215800.0,Pensioner,Academic degree,Single / not married,House / apartment,-8189,365243,1,0,0,High skill tech staff,1
1003591,F,N,N,1,32000.0,Student,Secondary / secondary special,Married,House / apartment,-13243,-111,0,1,1,Sales staff,3
1003592,M,Y,Y,0,279600.0,Working,Secondary / secondary special,Civil marriage,With parents,-18235,-8338,1,1,0,Medicine staff,2
1003593,F,N,N,1,160700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10030,-5155,0,0,0,Core staff,2
1003594,F,Y,N,1,307200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12828,-4401,1,0,0,Accountants,3
1003595,F,Y,Y,1,357200.0,Commercial associate,Higher education,Married,Municipal apartment,-15819,-3169,1,0,0,Laborers,3
1003596,F,Y,Y,2,356800.0,Commercial associate,Secondary / secondary special,Married,With parents,-9199,-5957,1,0,1,Other,4
1003597,M,N,Y,2,143200.0,Working,Higher education,Married,House / apartment,-7786,-8112,1,0,0,Other,4
1003598,F,Y,N,4,84000.0,Pensioner,Higher education,Married,Municipal apartment,-9165,365243,0,0,0,Drivers,6
1003599,M,Y,N,3,155500.0,State servant,Higher education,Married,House / apartment,-12383,-841,0,1,1,Core staff,5
1003600,F,Y,Y,2,98100.0,Working,Secondary / secondary special,Separated,House / apartment,-16850,-8530,0,0,1,High skill tech staff,3
1003601,M,Y,Y,3,195100.0,Working,Incomplete higher,Married,House / apartment,-12179,-4849,0,0,0,Drivers,5
1003602,F,N,N,2,128300.0,Working,Secondary / secondary special,Married,Rented apartment,-19081,-5667,0,1,1,Managers,4
1003603,M,Y,Y,1,248200.0,Working,Higher education,Married,House / apartment,-17937,-3866,0,0,1,Core staff,3
1003604,M,Y,N,0,192100.0,Commercial associate,Higher education,Single / not married,House / apartment,-14097,-1456,1,0,0,Drivers,1
1003605,M,N,Y,0,62400.0,State servant,Higher education,Single / not married,House / apartment,-8382,-7483,0,1,0,Medicine staff,1
1003606,M,N,Y,2,268300.0,Working,Secondary / secondary special,Civil marriage,With parents,-17254,-228,1,0,1,Core staff,4
1003607,F,N,N,0,255400.0,Commercial associate,Academic degree,Single / not married,House / apartment,-22946,-2258,0,1,0,Accountants,1
1003608,M,N,N,2,242400.0,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,-8743,-8161,0,1,0,Sales staff,3
1003609,F,Y,N,0,248900.0,Working,Lower secondary,Married,With parents,-18284,-8413,1,1,0,High skill tech staff,2
1003610,F,N,Y,0,313200.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11208,-4256,0,1,0,Managers,1
1003611,F,N,Y,1,176000.0,Commercial associate,Secondary / secondary special,Married,With parents,-10904,-796,1,0,1,High skill tech staff,3
1003612,M,Y,N,2,101100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8533,365243,0,0,0,Core staff,3
1003613,M,N,Y,0,109900.0,Working,Secondary / secondary special,Married,Office apartment,-15459,-1462,0,0,0,Drivers,2
1003614,F,Y,Y,2,117000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21465,-7611,1,1,0,Core staff,3
1003615,M,N,N,2,216500.0,Working,Secondary / secondary special,Married,House / apartment,-11420,-193,0,0,1,Medicine staff,4
1003616,M,N,Y,0,204700.0,Working,Academic degree,Married,House / apartment,-9588,-7110,0,0,0,Other,2
1003617,F,N,Y,0,227900.0,Working,Higher education,Single / not married,House / apartment,-9386,-2838,1,1,1,Medicine staff,1
1003618,F,N,N,0,260700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18603,-2191,0,0,0,Laborers,1
1003619,F,N,N,0,228800.0,Working,Secondary / secondary special,Married,House / apartment,-12430,-3705,0,0,0,Drivers,2
1003620,M,Y,Y,0,234400.0,Working,Higher education,Married,House / apartment,-8253,-2021,0,1,0,Managers,2
1003621,F,N,Y,0,65500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19527,-857,1,1,0,Managers,2
1003622,M,Y,N,0,214200.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-21144,-6534,0,0,0,Accountants,2
1003623,M,Y,N,2,240800.0,Working,Higher education,Married,House / apartment,-10574,-259,0,0,0,Managers,4
1003624,F,N,N,1,106400.0,Working,Higher education,Married,Rented apartment,-11140,-803,0,1,0,Laborers,3
1003625,M,Y,Y,1,247700.0,Commercial associate,Higher education,Separated,House / apartment,-15272,-8738,1,0,1,Sales staff,2
1003626,M,Y,Y,0,212700.0,Working,Higher education,Single / not married,House / apartment,-14527,-4199,0,1,0,Medicine staff,1
1003627,M,N,Y,2,207900.0,Working,Secondary / secondary special,Married,House / apartment,-20272,-3131,1,0,1,Accountants,4
1003628,F,N,N,2,271000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14114,-3368,0,0,0,Core staff,4
1003629,F,Y,N,0,217700.0,Working,Secondary / secondary special,Married,House / apartment,-9863,-6816,0,1,0,Accountants,2
1003630,F,Y,Y,2,191400.0,Working,Higher education,Married,Rented apartment,-12167,-3529,0,0,0,Core staff,4
1003631,F,Y,Y,2,87800.0,Working,Higher education,Single / not married,House / apartment,-24121,-3742,0,0,0,High skill tech staff,3
1003632,M,N,Y,1,211900.0,Working,Higher education,Married,House / apartment,-12037,-6748,0,1,1,Medicine staff,3
1003633,F,Y,N,1,175900.0,State servant,Secondary / secondary special,Separated,With parents,-22011,-3981,1,1,0,Sales staff,2
1003634,M,N,N,0,88700.0,Working,Secondary / secondary special,Married,House / apartment,-16271,-3971,1,1,0,Sales staff,2
1003635,M,Y,Y,0,355900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14128,-4027,0,1,0,Medicine staff,2
1003636,F,Y,Y,0,284800.0,Commercial associate,Higher education,Separated,House / apartment,-21446,-5769,0,1,0,Medicine staff,1
1003637,F,N,Y,0,93000.0,Working,Incomplete higher,Married,House / apartment,-12007,-6598,0,1,0,High skill tech staff,2
1003638,M,Y,Y,0,128500.0,Working,Higher education,Married,House / apartment,-8510,-1507,0,0,0,Laborers,2
1003639,M,N,N,2,96300.0,Pensioner,Lower secondary,Married,Rented apartment,-16662,365243,0,0,0,Sales staff,4
1003640,M,Y,N,0,96300.0,Pensioner,Academic degree,Married,House / apartment,-20249,365243,0,0,0,Accountants,2
1003641,M,N,Y,3,198500.0,Working,Higher education,Married,House / apartment,-13160,-1641,0,0,0,Core staff,5
1003642,F,N,Y,1,118500.0,Working,Secondary / secondary special,Separated,House / apartment,-25482,-8173,0,1,0,Other,2
1003643,F,Y,N,0,167400.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-25171,365243,1,0,1,Other,1
1003644,F,Y,Y,0,245900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23869,-6803,0,0,0,Core staff,2
1003645,F,Y,Y,0,219000.0,Working,Academic degree,Married,House / apartment,-12084,-5747,0,1,0,High skill tech staff,2
1003646,M,N,N,4,182800.0,Working,Secondary / secondary special,Widow,With parents,-16117,-4649,0,0,0,Core staff,5
1003647,F,N,N,2,239100.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-11794,-2895,1,0,0,Laborers,3
1003648,M,N,N,0,162600.0,Working,Lower secondary,Married,House / apartment,-8071,-5381,1,1,0,Other,2
1003649,F,N,Y,3,134400.0,Working,Secondary / secondary special,Married,House / apartment,-17132,-1725,0,0,0,Drivers,5
1003650,F,Y,Y,1,340000.0,Commercial associate,Higher education,Single / not married,Rented apartment,-24402,-4298,0,0,0,Laborers,2
1003651,F,Y,Y,0,200000.0,Working,Higher education,Single / not married,Office apartment,-10985,-6082,0,1,1,Accountants,1
1003652,M,Y,Y,1,136900.0,Working,Incomplete higher,Married,House / apartment,-14487,-8928,1,0,0,Sales staff,3
1003653,F,Y,N,1,153700.0,Working,Incomplete higher,Married,House / apartment,-15381,-1846,0,0,1,High skill tech staff,3
1003654,M,Y,Y,0,178100.0,Commercial associate,Incomplete higher,Widow,House / apartment,-16404,-7280,1,0,0,Managers,1
1003655,M,N,N,1,307400.0,Working,Higher education,Married,House / apartment,-16799,-3410,0,1,0,Sales staff,3
1003656,M,N,Y,0,180300.0,Working,Secondary / secondary special,Married,House / apartment,-9276,-8450,0,1,1,High skill tech staff,2
1003657,M,N,Y,0,189900.0,Working,Higher education,Separated,Co-op apartment,-13473,-1698,0,1,0,Medicine staff,1
1003658,F,Y,N,0,225400.0,Working,Incomplete higher,Married,House / apartment,-20952,-8653,0,1,0,High skill tech staff,2
1003659,F,N,Y,3,91900.0,State servant,Secondary / secondary special,Separated,House / apartment,-19761,-965,0,0,1,High skill tech staff,4
1003660,F,N,Y,1,332100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21416,-2075,0,0,0,Drivers,2
1003661,F,N,Y,0,141700.0,Working,Secondary / secondary special,Married,House / apartment,-17789,-1845,0,1,0,Drivers,2
1003662,F,Y,Y,0,393700.0,Commercial associate,Higher education,Married,House / apartment,-11752,-867,1,0,0,Laborers,2
1003663,M,Y,Y,0,160300.0,Working,Secondary / secondary special,Married,Office apartment,-23974,-937,0,0,1,Managers,2
1003664,M,Y,Y,1,245400.0,Working,Higher education,Married,House / apartment,-23886,-4765,0,1,0,Medicine staff,3
1003665,F,Y,N,0,30000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-15048,-5921,0,0,1,High skill tech staff,1
1003666,M,N,N,2,141300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19302,-8845,0,0,0,Accountants,4
1003667,F,Y,Y,3,161500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16536,-6856,0,1,0,Other,4
