CODE_GENDER_ENC,FLAG_OWN_CAR_ENC,FLAG_OWN_REALTY_ENC,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE_ENC,NAME_EDUCATION_TYPE_ENC,NAME_FAMILY_STATUS_ENC,NAME_HOUSING_TYPE_ENC,AGE_YEARS,EMPLOYMENT_YEARS,IS_CURRENTLY_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE_ENC,CNT_FAM_MEMBERS,TARGET
1,0,0,1,35600.0,3,4,1,1,40,1.0,1,0,0,1,3,3,1
0,0,1,0,379000.0,4,4,1,1,39,12.1,1,1,0,1,1,2,0
0,1,1,0,163500.0,4,2,3,1,36,24.6,1,0,1,0,7,1,0
1,0,0,1,172300.0,4,4,1,0,31,8.6,1,1,1,0,7,3,0
1,0,1,2,219000.0,4,4,1,1,48,18.4,1,1,0,0,4,4,0
1,0,1,1,241500.0,4,1,1,1,42,11.4,1,1,0,0,7,3,0
1,1,1,0,190700.0,4,1,1,1,47,17.4,1,0,1,0,2,2,0
1,1,1,1,225200.0,2,1,1,1,37,18.8,1,0,0,0,7,3,0
0,1,1,0,104800.0,4,4,1,1,28,9.0,1,0,0,0,2,2,0
0,0,1,0,131700.0,4,2,1,1,28,18.9,1,0,0,0,3,2,0
0,0,1,0,253200.0,4,4,2,1,43,14.8,1,1,0,0,7,1,0
1,1,0,2,180700.0,4,4,1,1,52,6.2,1,0,0,0,0,4,0
1,0,1,0,89300.0,2,4,3,1,64,16.4,1,0,1,0,5,1,0
0,0,1,0,96700.0,4,1,3,1,35,4.1,1,0,1,0,3,1,0
0,0,0,0,114600.0,2,1,2,4,47,14.1,1,0,0,1,6,1,0
0,0,1,0,180100.0,4,1,3,1,24,19.3,1,0,0,0,2,1,0
1,0,1,3,279300.0,0,1,3,1,60,19.8,1,0,0,0,5,4,0
0,0,0,3,35400.0,3,4,3,4,52,0.8,1,0,0,1,0,4,1
1,0,1,0,204300.0,4,4,1,1,67,14.0,1,1,0,1,8,2,0
0,1,0,0,152500.0,4,1,3,1,57,4.9,1,1,1,0,5,1,1
0,1,1,0,171400.0,1,4,1,1,30,0.0,0,0,0,0,0,2,1
0,1,1,2,340800.0,4,4,1,5,48,0.1,1,0,1,0,2,4,0
1,0,1,0,207000.0,0,2,1,1,52,19.7,1,0,0,0,4,2,1
0,1,1,0,210200.0,4,1,1,1,52,8.9,1,0,1,0,3,2,0
1,1,0,0,205100.0,4,4,1,1,35,14.4,1,0,0,0,7,2,0
1,0,1,0,188700.0,4,1,3,1,26,12.5,1,0,0,0,8,1,0
1,1,0,0,196600.0,2,1,2,1,29,25.0,1,0,0,0,5,1,1
0,1,0,0,210200.0,4,4,1,2,58,14.8,1,0,0,0,1,2,0
1,1,1,0,150300.0,4,4,1,1,50,17.3,1,1,0,0,8,2,0
1,0,0,0,350600.0,0,4,4,1,61,21.0,1,0,1,0,2,1,0
0,1,1,3,192700.0,4,4,3,5,60,20.9,1,0,0,1,3,4,1
1,0,0,0,155800.0,4,4,2,1,36,18.6,1,0,0,0,1,1,1
0,0,0,0,333900.0,4,3,1,1,45,24.2,1,0,1,1,1,2,0
1,0,1,3,230200.0,0,1,0,1,30,19.6,1,0,0,0,3,5,0
1,0,1,2,261400.0,0,2,0,1,50,13.2,1,1,1,0,4,4,0
0,0,1,0,191100.0,4,4,1,5,29,11.0,1,0,1,0,1,2,1
1,1,1,1,171800.0,4,4,1,1,60,23.3,1,1,1,0,5,3,0
0,1,1,0,277700.0,0,2,1,1,66,18.3,1,0,0,1,4,2,0
0,1,1,1,84500.0,1,1,1,1,27,0.0,0,1,0,0,2,3,1
0,1,1,3,217600.0,4,2,4,1,63,1.5,1,0,0,0,8,4,0
0,1,1,0,69200.0,4,4,1,1,68,14.7,1,0,0,0,4,2,0
1,1,1,0,98200.0,4,3,3,1,69,21.3,1,1,0,0,5,1,1
1,0,1,0,393400.0,0,4,0,1,60,24.4,1,1,0,0,4,2,0
0,0,1,1,89700.0,2,4,1,1,32,10.0,1,1,0,0,1,3,1
0,1,0,1,56500.0,4,1,3,1,37,4.5,1,0,0,0,0,2,1
0,0,1,1,102400.0,4,1,1,1,45,16.5,1,0,0,0,4,3,1
0,1,1,0,289600.0,4,4,1,1,67,1.5,1,0,0,0,3,2,0
0,1,1,0,67100.0,4,0,4,1,27,20.5,1,1,1,0,5,1,0
0,0,0,1,119800.0,4,1,1,1,39,22.2,1,0,1,0,3,3,1
1,1,1,0,78300.0,2,4,1,1,37,9.6,1,0,0,0,2,2,0
0,1,0,0,162700.0,4,4,0,1,52,17.1,1,1,1,0,3,2,0
0,0,0,0,101700.0,1,4,3,5,43,0.0,0,0,0,0,2,1,0
1,0,0,1,149700.0,4,4,3,1,65,13.1,1,1,0,1,1,2,0
0,0,0,1,198000.0,1,1,0,1,52,0.0,0,0,0,0,5,3,0
0,1,1,2,104500.0,4,1,1,1,46,19.7,1,0,0,1,0,4,0
0,0,1,0,173600.0,4,1,3,1,28,24.2,1,0,0,0,5,1,0
1,0,0,2,179000.0,2,4,2,1,42,19.9,1,0,0,0,2,3,0
1,0,0,1,118200.0,4,4,1,5,66,7.8,1,0,1,0,1,3,1
0,0,0,0,280900.0,0,3,1,1,28,24.7,1,0,0,0,8,2,0
0,0,0,0,103200.0,1,4,1,5,66,0.0,0,0,0,1,2,2,1
1,1,0,0,203600.0,4,4,1,0,25,22.7,1,1,1,0,5,2,0
1,0,1,3,230900.0,0,1,1,4,32,22.2,1,0,0,0,8,5,0
0,0,0,0,33900.0,1,1,3,1,47,0.0,0,0,0,0,1,1,0
1,0,0,0,233100.0,2,0,2,4,40,10.7,1,0,0,1,7,1,0
0,0,0,0,413900.0,0,0,3,1,31,7.0,1,0,0,0,1,1,0
0,0,1,2,168900.0,4,3,0,1,56,18.6,1,1,0,1,7,4,0
1,0,0,0,164600.0,0,4,1,1,22,22.5,1,0,1,0,5,2,0
0,0,0,0,366500.0,0,4,1,3,30,0.5,1,0,0,0,7,2,0
1,0,1,0,398800.0,0,1,4,5,62,11.8,1,1,0,0,7,1,0
1,0,1,0,112900.0,1,4,2,1,27,0.0,0,1,0,0,2,1,1
0,1,1,0,166200.0,4,4,1,1,32,6.5,1,1,1,0,0,2,0
1,1,0,0,175000.0,4,4,3,1,36,1.3,1,0,0,0,5,1,0
0,0,1,2,99300.0,0,4,1,1,51,23.1,1,1,0,0,5,4,1
0,0,1,2,143700.0,2,1,1,1,47,23.3,1,0,0,0,4,4,1
1,0,1,2,288000.0,4,4,2,1,52,18.6,1,1,0,0,7,3,0
1,0,0,0,150600.0,2,4,3,1,62,5.8,1,0,0,0,6,1,0
1,1,1,2,101800.0,2,2,1,5,60,20.5,1,0,0,0,7,4,0
1,1,1,0,187800.0,2,1,1,1,47,15.8,1,1,1,1,4,2,0
1,0,0,0,122600.0,2,3,1,1,45,0.5,1,0,0,0,1,2,0
1,1,0,3,156300.0,2,4,0,1,60,18.7,1,0,0,0,6,5,0
0,1,1,2,66700.0,1,4,1,5,25,0.0,0,0,0,1,6,4,1
0,1,0,1,152900.0,0,4,4,3,24,7.3,1,1,0,1,4,2,1
0,1,0,2,226500.0,4,1,0,2,64,0.4,1,0,0,0,2,4,0
0,0,1,4,187300.0,4,2,1,1,63,15.3,1,0,1,0,3,6,1
1,1,1,1,131100.0,4,4,0,1,35,19.2,1,0,0,0,2,3,0
1,0,1,1,187500.0,4,2,1,1,33,2.5,1,1,1,1,3,3,0
0,1,0,1,141700.0,4,1,1,1,53,17.1,1,0,1,0,0,3,0
0,0,1,0,116100.0,2,4,1,1,25,4.7,1,0,0,0,3,2,0
1,1,1,0,337800.0,0,1,4,1,26,2.0,1,0,1,1,8,1,0
0,0,0,1,229300.0,4,1,1,4,65,6.7,1,0,1,0,3,3,0
0,0,1,0,119100.0,1,4,3,5,45,0.0,0,1,1,0,7,1,0
0,1,0,0,189100.0,4,4,1,1,45,14.6,1,0,0,0,3,2,0
1,0,0,0,179500.0,4,1,1,1,30,4.5,1,0,0,0,3,2,0
0,0,1,0,140500.0,1,1,0,1,32,0.0,0,1,1,0,2,2,0
0,0,0,3,129600.0,4,4,0,1,23,19.4,1,1,1,0,4,5,1
0,1,1,1,312500.0,0,3,1,2,49,8.6,1,1,1,1,2,3,0
0,0,1,0,202300.0,4,4,1,1,49,15.2,1,0,1,1,4,2,0
0,0,1,3,163400.0,4,4,1,1,63,12.0,1,0,1,0,6,5,0
0,1,1,2,99500.0,1,4,1,1,44,0.0,0,0,0,1,4,4,0
1,1,0,0,233000.0,4,2,0,1,44,1.9,1,0,1,0,6,2,0
0,0,1,2,151600.0,2,1,1,1,45,21.4,1,1,1,0,5,4,0
0,0,1,0,136000.0,4,1,0,1,67,21.1,1,0,0,0,8,2,0
0,0,0,0,207700.0,0,0,3,1,69,16.5,1,1,0,0,5,1,0
1,0,1,0,203100.0,2,1,1,1,57,25.0,1,0,1,0,1,2,0
1,0,0,1,69800.0,2,4,1,1,25,15.3,1,0,1,0,8,3,1
0,1,1,0,157600.0,4,1,1,1,31,8.0,1,0,0,0,5,2,0
0,1,0,1,247400.0,4,1,1,0,60,10.5,1,0,1,0,7,3,0
0,0,1,1,225900.0,0,4,3,1,63,10.2,1,1,1,0,1,2,0
0,0,1,0,197200.0,4,4,1,1,42,23.1,1,0,0,0,8,2,0
0,1,1,0,248500.0,4,1,3,1,35,12.8,1,0,0,0,5,1,0
0,0,1,0,157500.0,1,4,1,1,29,0.0,0,0,1,0,8,2,1
0,0,0,0,203000.0,0,4,1,1,26,6.0,1,0,0,0,8,2,1
0,0,1,1,171800.0,4,1,1,1,46,8.3,1,0,1,0,7,3,1
0,0,1,1,237000.0,4,2,3,2,26,22.0,1,1,1,0,2,2,0
1,0,1,1,212600.0,2,4,1,2,52,0.9,1,0,0,1,7,3,0
0,1,0,0,232600.0,0,4,3,1,63,14.4,1,0,1,0,3,1,0
0,0,0,1,235500.0,0,1,1,1,40,0.5,1,1,0,0,6,3,0
1,0,1,2,196900.0,4,1,1,1,55,13.8,1,1,0,0,4,4,0
1,0,1,4,266100.0,4,0,1,1,63,21.0,1,0,0,0,6,6,0
1,0,1,2,247300.0,4,1,1,5,23,4.4,1,1,1,0,4,4,0
1,0,1,1,298200.0,0,1,3,1,38,0.1,1,0,0,0,7,2,0
1,1,1,0,112000.0,4,0,1,1,55,11.8,1,0,1,0,8,2,0
1,1,1,1,216900.0,0,4,1,1,30,3.6,1,0,0,0,7,3,0
0,0,1,3,221300.0,0,4,3,4,56,2.5,1,1,0,1,6,4,0
0,1,0,0,359200.0,0,1,1,1,50,5.0,1,0,0,0,0,2,0
1,1,1,0,165000.0,4,4,1,5,46,16.0,1,0,1,0,4,2,0
1,0,0,0,172600.0,1,4,0,1,50,0.0,0,0,1,1,0,2,1
0,0,1,1,192100.0,0,4,1,1,51,17.7,1,0,0,0,1,3,0
1,1,0,0,149100.0,4,1,2,1,24,2.1,1,0,1,0,1,1,0
0,0,1,0,210300.0,4,2,1,5,44,15.5,1,1,0,0,7,2,0
0,0,1,2,371700.0,0,4,1,5,21,9.2,1,1,1,0,7,4,0
0,0,0,1,166700.0,4,1,2,1,46,6.7,1,0,1,0,4,2,1
1,0,1,0,30000.0,4,4,3,1,69,13.9,1,0,0,0,0,1,0
0,0,1,0,81500.0,4,1,1,1,49,14.0,1,0,1,0,2,2,0
1,1,1,0,198800.0,4,1,1,1,58,10.6,1,0,0,0,3,2,0
0,1,0,0,77400.0,2,3,1,1,56,24.9,1,0,1,0,4,2,1
0,0,1,0,167300.0,0,4,1,1,29,18.6,1,0,0,0,3,2,0
1,0,0,0,241000.0,0,1,3,5,62,8.5,1,1,0,0,4,1,0
1,0,1,2,30000.0,2,4,1,1,52,20.4,1,1,0,0,5,4,0
1,0,1,1,208100.0,0,1,1,1,57,6.0,1,0,0,0,1,3,0
0,0,1,0,142200.0,0,2,1,1,60,5.6,1,0,0,0,1,2,0
1,0,1,0,85600.0,4,3,1,1,38,17.1,1,1,0,0,4,2,0
0,1,1,2,172600.0,0,4,1,1,44,24.1,1,0,0,0,0,4,0
1,1,0,0,112600.0,4,2,1,5,60,2.8,1,0,1,1,1,2,0
0,0,1,0,209600.0,4,4,3,2,38,15.1,1,0,1,1,0,1,0
0,1,1,1,255400.0,4,4,1,5,59,14.3,1,1,0,0,1,3,0
0,1,0,1,157000.0,4,2,1,1,28,9.6,1,0,1,0,0,3,0
0,0,0,0,142400.0,4,4,2,1,59,22.3,1,0,0,0,5,1,0
1,0,0,1,153900.0,4,4,3,1,31,4.1,1,0,0,0,7,2,0
1,0,0,1,73500.0,1,4,1,1,63,0.0,0,0,1,0,4,3,0
0,1,1,3,98800.0,4,4,4,1,55,23.1,1,0,1,0,8,4,0
1,1,0,0,50900.0,1,4,2,1,44,0.0,0,0,1,0,2,1,1
1,1,1,1,128300.0,0,2,1,1,33,10.7,1,1,1,0,0,3,0
1,0,1,0,282800.0,4,4,3,1,51,12.3,1,0,0,0,0,1,0
1,1,0,1,136500.0,4,1,1,1,50,19.9,1,1,0,0,3,3,0
1,0,0,1,30000.0,2,4,1,1,49,21.0,1,0,1,1,2,3,0
0,0,0,0,143000.0,4,1,1,1,62,4.6,1,0,0,1,2,2,0
1,0,1,2,106400.0,0,1,1,5,26,23.5,1,0,1,1,5,4,0
0,1,1,0,245000.0,0,3,1,1,23,12.3,1,1,0,0,7,2,0
1,0,1,0,177000.0,4,0,0,1,48,12.3,1,1,1,1,6,2,0
0,0,0,0,183500.0,4,4,1,5,30,20.2,1,0,1,0,7,2,0
1,0,1,1,177400.0,4,0,2,1,54,4.9,1,0,1,0,0,2,0
0,0,0,0,104300.0,1,4,0,4,21,0.0,0,0,1,0,2,2,1
0,1,1,2,58900.0,1,4,3,1,32,0.0,0,0,0,1,1,3,1
1,0,0,2,155800.0,2,1,1,1,56,12.9,1,0,0,0,5,4,0
0,1,0,2,244200.0,4,4,3,1,52,8.8,1,0,1,0,3,3,0
0,1,1,0,294300.0,4,4,1,1,31,23.5,1,1,0,0,6,2,0
0,1,1,1,165000.0,4,3,3,4,21,3.6,1,1,1,0,2,2,0
0,0,0,0,152700.0,2,1,1,1,68,7.0,1,0,0,0,7,2,0
1,0,1,2,211500.0,4,4,0,1,26,7.6,1,1,0,0,5,4,0
0,1,0,1,274100.0,4,1,1,1,47,0.8,1,0,0,0,3,3,0
1,0,1,0,132800.0,2,2,3,4,35,17.6,1,0,0,0,5,1,0
1,1,1,1,298200.0,0,3,0,1,30,16.4,1,0,1,0,3,3,0
0,0,0,0,170900.0,0,1,3,1,44,16.3,1,0,1,0,8,1,0
1,1,1,0,200800.0,4,1,1,1,28,17.5,1,1,0,1,6,2,0
0,1,0,0,241100.0,4,1,1,1,37,12.6,1,1,0,0,5,2,0
0,0,1,3,87700.0,2,1,1,1,44,14.9,1,0,0,0,0,5,1
0,1,0,2,195900.0,0,1,1,4,33,7.3,1,0,1,0,6,4,0
0,0,1,1,240200.0,4,1,1,1,29,6.6,1,0,0,0,7,3,0
1,1,1,3,218800.0,4,1,1,1,26,2.0,1,0,1,0,1,5,0
1,0,1,0,245300.0,4,0,3,1,49,3.3,1,0,0,0,8,1,0
1,1,0,2,311300.0,0,4,1,1,43,14.2,1,0,1,1,7,4,0
1,0,1,0,158500.0,4,4,2,1,42,14.7,1,0,0,0,0,1,0
1,0,0,1,424700.0,0,1,1,1,41,6.0,1,0,0,0,0,3,0
1,1,1,1,251500.0,0,4,3,1,37,15.4,1,1,0,0,5,2,0
0,0,0,0,30000.0,1,1,1,1,54,0.0,0,0,1,0,4,2,1
0,1,0,0,162200.0,4,4,2,1,46,8.9,1,0,1,0,6,1,0
1,0,1,0,100300.0,1,1,1,4,45,0.0,0,0,0,1,7,2,0
0,1,1,4,306800.0,0,3,1,1,68,3.8,1,0,0,0,5,6,0
1,0,1,0,151600.0,4,1,1,1,58,17.0,1,0,1,0,4,2,0
1,0,1,0,221500.0,2,4,1,4,23,1.5,1,1,1,0,7,2,0
0,0,1,2,215200.0,4,0,1,1,23,7.7,1,1,0,0,2,4,1
0,0,0,0,156000.0,0,4,0,1,34,13.9,1,0,1,0,3,2,0
0,0,1,0,171200.0,4,4,1,1,62,14.1,1,0,1,0,1,2,0
1,0,0,1,174900.0,0,1,3,5,30,24.4,1,0,1,0,2,2,0
0,0,0,0,255500.0,0,0,3,1,22,12.7,1,0,0,0,4,1,0
0,0,1,2,130800.0,4,4,2,1,27,14.9,1,0,0,0,8,3,1
0,1,1,0,246300.0,0,1,1,1,34,9.7,1,0,1,0,4,2,0
0,0,1,0,217100.0,0,4,1,1,69,23.4,1,1,1,0,4,2,0
0,0,0,1,113600.0,1,4,1,2,37,0.0,0,0,1,0,7,3,1
0,0,1,0,309200.0,4,3,1,1,30,8.0,1,1,0,0,3,2,0
0,0,1,3,157300.0,4,1,1,1,55,3.6,1,1,0,0,6,5,0
0,1,0,2,77500.0,0,1,1,1,69,7.4,1,0,1,0,2,4,0
0,0,1,0,244000.0,4,4,1,4,65,4.1,1,1,0,1,7,2,0
1,1,0,0,324700.0,0,1,3,1,47,17.6,1,1,1,0,5,1,0
0,1,1,0,55300.0,4,2,1,1,68,16.4,1,0,0,0,6,2,0
1,1,1,0,135800.0,4,4,1,3,23,6.0,1,0,0,0,3,2,0
1,0,0,0,138300.0,1,1,1,1,67,0.0,0,0,1,0,2,2,1
0,1,1,2,142000.0,1,0,3,0,45,0.0,0,1,0,0,2,3,0
0,1,0,0,239600.0,0,2,3,1,27,8.8,1,1,0,0,8,1,0
0,0,1,0,120700.0,1,4,3,0,33,0.0,0,0,1,1,5,1,0
1,1,0,0,161200.0,0,1,2,1,59,13.0,1,0,0,0,2,1,0
0,1,1,0,30000.0,4,1,3,5,63,11.2,1,0,0,0,7,1,0
1,1,1,1,274800.0,2,4,1,5,66,24.1,1,0,0,1,8,3,0
0,1,1,0,158600.0,0,1,1,1,45,19.8,1,0,0,1,2,2,0
0,0,1,0,254800.0,0,0,2,5,63,1.1,1,0,0,0,7,1,0
0,1,1,0,170000.0,4,3,0,1,49,14.4,1,0,0,0,4,2,0
0,0,1,2,210200.0,2,2,0,1,39,20.1,1,1,0,0,2,4,0
0,0,1,0,187200.0,4,4,3,1,59,19.7,1,0,0,0,5,1,0
0,1,1,2,189700.0,4,0,1,1,42,13.4,1,0,0,0,4,4,0
1,1,1,0,30000.0,4,1,0,1,22,17.3,1,0,0,0,4,2,0
0,0,1,2,127500.0,4,4,1,1,42,4.2,1,1,0,0,0,4,0
0,0,1,1,226900.0,4,1,1,1,55,14.6,1,0,1,1,3,3,0
0,1,0,0,147500.0,1,2,1,1,54,0.0,0,0,0,0,4,2,0
1,1,1,2,160100.0,0,4,1,5,25,7.4,1,0,0,0,5,4,0
0,0,1,1,80600.0,4,3,1,2,47,7.7,1,0,1,0,0,3,0
1,1,1,0,125300.0,1,3,1,1,38,0.0,0,1,1,0,3,2,0
0,1,0,0,30000.0,4,4,1,4,68,1.4,1,0,0,1,1,2,1
0,0,1,1,107600.0,4,3,1,4,23,20.1,1,0,0,0,7,3,0
0,0,0,1,290900.0,4,3,1,1,67,15.5,1,0,0,0,8,3,0
0,1,1,1,180700.0,1,4,3,1,41,0.0,0,0,0,0,1,2,0
1,0,1,1,210700.0,4,4,0,1,44,4.7,1,0,0,0,4,3,0
1,1,0,1,199400.0,4,4,1,1,46,1.9,1,0,0,0,8,3,0
0,0,1,1,57100.0,4,4,3,1,40,4.6,1,0,1,0,3,2,1
0,0,1,1,177800.0,0,1,1,1,33,14.8,1,0,0,0,4,3,1
1,0,0,0,215200.0,0,4,1,1,26,8.7,1,0,0,0,1,2,0
0,0,1,2,134700.0,4,3,1,1,46,16.0,1,0,1,0,7,4,0
0,0,0,0,157900.0,4,0,1,1,68,12.5,1,0,1,0,4,2,0
0,0,1,0,349100.0,0,4,3,5,63,7.7,1,0,0,0,4,1,0
0,0,0,1,194500.0,0,1,1,1,50,17.7,1,0,0,0,7,3,0
1,1,0,0,158500.0,4,1,1,2,34,8.6,1,1,0,0,8,2,0
1,0,1,0,151100.0,1,1,1,1,67,0.0,0,0,0,0,3,2,0
0,0,0,0,80500.0,2,4,2,1,57,10.0,1,0,0,0,8,1,1
0,0,1,1,127100.0,4,4,1,2,58,0.3,1,0,0,0,1,3,0
0,1,1,3,178000.0,0,4,4,1,50,1.1,1,0,1,0,8,4,1
0,0,1,1,183500.0,4,4,4,1,35,16.1,1,1,1,0,5,2,0
0,0,1,0,211000.0,0,3,0,0,39,4.2,1,0,0,0,4,2,0
0,0,0,0,160300.0,4,4,0,1,31,2.8,1,0,0,1,8,2,0
0,0,1,0,138100.0,4,4,1,1,40,10.0,1,1,0,0,0,2,0
0,1,0,0,75000.0,1,1,1,1,45,0.0,0,1,0,0,1,2,0
1,1,1,0,145600.0,1,4,4,2,58,0.0,0,0,1,0,0,1,0
1,1,1,0,158700.0,4,4,1,1,63,2.4,1,0,1,0,5,2,0
0,1,1,0,219000.0,4,1,1,1,50,18.1,1,0,1,1,0,2,0
1,0,1,0,110000.0,4,1,1,4,60,15.6,1,1,1,0,8,2,1
0,0,0,1,184100.0,0,4,3,1,43,17.7,1,1,0,0,0,2,0
0,0,0,2,110700.0,1,1,1,0,64,0.0,0,1,0,0,0,4,1
0,0,0,3,229300.0,0,4,1,1,37,19.0,1,0,1,1,8,5,0
1,1,0,1,303400.0,0,1,0,1,21,19.8,1,1,0,1,3,3,0
1,1,1,0,101900.0,1,1,1,1,62,0.0,0,0,0,0,7,2,0
1,1,1,1,302700.0,0,4,1,1,34,11.6,1,0,0,0,0,3,0
1,1,0,0,271500.0,0,4,1,1,59,11.4,1,0,1,0,2,2,0
1,0,1,1,173300.0,4,1,1,1,38,10.7,1,0,0,0,4,3,0
0,1,1,2,80000.0,1,3,1,1,61,0.0,0,0,1,0,6,4,0
0,1,1,1,227700.0,4,2,1,1,36,11.0,1,0,0,0,5,3,0
0,1,1,3,121600.0,4,1,3,3,30,1.9,1,0,0,0,1,4,0
0,0,1,1,178700.0,4,1,3,1,64,17.4,1,1,0,0,7,2,0
1,0,0,1,117700.0,1,1,1,1,29,0.0,0,0,0,1,8,3,0
0,0,1,0,167000.0,4,2,0,1,34,11.2,1,1,0,0,3,2,0
0,0,1,3,155500.0,4,2,1,1,22,1.2,1,0,1,0,8,5,1
1,0,1,0,114000.0,2,4,1,5,62,18.7,1,0,0,0,0,2,0
0,1,0,2,69500.0,2,4,0,5,41,12.5,1,1,0,0,1,4,0
1,0,0,0,238600.0,2,4,1,3,62,18.8,1,0,0,0,5,2,0
0,0,0,0,149000.0,4,4,3,5,22,12.8,1,0,0,0,7,1,1
0,0,1,2,152800.0,2,3,1,2,26,6.5,1,1,1,0,6,4,0
1,0,0,0,171500.0,4,4,1,1,31,24.9,1,1,0,0,6,2,0
0,1,0,2,249000.0,4,4,3,1,61,10.0,1,0,0,0,6,3,0
0,0,0,0,301800.0,4,2,1,1,23,20.9,1,1,1,0,0,2,0
0,1,0,2,190100.0,4,4,1,1,31,0.5,1,0,0,1,3,4,0
0,0,1,1,170100.0,4,4,1,1,24,1.1,1,0,0,0,6,3,1
0,1,1,1,145600.0,0,4,1,1,35,9.2,1,1,1,0,0,3,0
1,1,1,0,59400.0,1,1,0,1,46,0.0,0,0,0,0,4,2,1
1,0,1,0,68200.0,4,4,0,1,64,8.2,1,0,0,0,3,2,0
1,0,0,2,129900.0,4,1,3,1,56,23.1,1,0,1,1,6,3,0
0,1,0,0,48300.0,4,4,1,1,35,18.2,1,0,1,0,2,2,1
0,0,0,0,220400.0,2,1,1,4,69,0.2,1,0,0,1,3,2,0
0,0,1,1,206700.0,4,4,3,1,42,5.6,1,0,0,1,1,2,0
0,1,1,0,164100.0,4,2,1,1,57,14.4,1,1,0,0,1,2,0
1,0,1,0,249900.0,4,4,1,1,30,2.8,1,1,0,0,1,2,1
1,0,1,0,100000.0,2,4,0,2,40,9.7,1,0,0,0,3,2,0
1,0,1,0,128300.0,4,1,1,4,52,4.0,1,1,0,0,2,2,0
1,1,1,2,58200.0,4,4,3,4,29,20.1,1,0,1,0,3,3,0
1,1,1,0,228800.0,4,4,1,1,51,2.3,1,1,0,0,3,2,0
0,0,0,3,86000.0,1,1,3,1,64,0.0,0,0,0,0,5,4,1
1,0,1,0,181000.0,4,4,1,3,60,1.7,1,1,0,0,0,2,0
1,0,0,0,324200.0,0,1,2,1,51,19.0,1,0,0,0,7,1,0
1,1,1,1,266400.0,4,4,1,1,48,10.9,1,0,0,0,0,3,0
1,0,1,0,158400.0,2,2,2,1,31,23.5,1,1,1,0,3,1,0
0,0,0,1,272300.0,0,0,1,3,56,17.4,1,0,0,0,8,3,0
0,1,0,2,164100.0,0,4,3,1,61,11.4,1,0,0,0,3,3,0
0,0,1,0,286100.0,4,1,0,4,24,1.0,1,0,0,0,6,2,0
1,0,1,2,169500.0,4,4,1,1,34,12.5,1,0,0,0,6,4,0
1,1,1,0,185100.0,4,2,1,5,66,20.2,1,0,0,0,5,2,0
0,0,0,0,205800.0,0,4,2,1,49,21.4,1,0,0,0,2,1,0
1,1,0,0,227200.0,2,1,1,1,48,2.7,1,0,0,0,5,2,0
1,0,1,2,192600.0,4,1,3,1,45,18.3,1,0,0,0,1,3,0
1,0,1,0,152000.0,1,4,1,1,43,0.0,0,0,1,0,2,2,1
1,0,0,2,202300.0,4,4,3,1,53,4.9,1,0,0,0,4,3,0
1,0,1,0,147700.0,2,4,1,3,50,5.7,1,1,0,0,1,2,0
1,0,0,0,238600.0,4,2,3,1,29,15.4,1,0,1,1,0,1,0
0,1,1,0,201800.0,4,4,1,1,58,22.3,1,0,1,0,2,2,0
1,0,1,2,119500.0,4,1,1,1,45,21.5,1,0,1,0,6,4,0
1,1,1,1,156900.0,0,4,1,4,38,10.4,1,0,0,0,3,3,0
0,1,1,0,252500.0,0,4,3,5,63,14.0,1,0,0,0,6,1,0
1,1,1,2,237200.0,4,1,1,1,27,17.5,1,0,1,0,1,4,0
1,0,0,0,377700.0,0,2,1,5,44,13.7,1,1,1,0,6,2,0
0,1,0,2,68000.0,4,1,3,1,60,23.8,1,0,0,0,7,3,0
1,1,0,2,181600.0,4,1,1,1,41,2.1,1,0,0,0,6,4,0
1,1,1,1,210800.0,4,1,0,1,55,1.3,1,0,0,1,0,3,0
0,1,1,2,264800.0,0,1,3,2,63,13.3,1,0,0,0,6,3,0
1,0,1,0,324800.0,0,4,1,1,31,6.3,1,0,0,0,1,2,0
0,0,0,1,295100.0,0,3,1,1,22,22.8,1,0,0,0,3,3,0
0,1,1,1,157200.0,0,1,3,1,35,24.4,1,0,0,1,0,2,0
1,0,1,0,116100.0,4,1,1,1,35,18.3,1,0,0,0,7,2,0
0,0,1,1,133100.0,1,1,0,4,25,0.0,0,1,1,0,8,3,0
0,0,1,0,242400.0,4,4,1,1,60,9.8,1,1,1,0,3,2,0
1,0,1,0,252000.0,0,4,1,1,36,7.6,1,0,0,0,6,2,0
0,0,0,0,80600.0,4,4,1,5,64,10.2,1,0,0,0,5,2,0
1,1,0,0,152000.0,0,1,4,1,66,5.6,1,0,0,0,2,1,0
0,0,0,0,298100.0,0,4,3,5,41,16.2,1,0,1,0,1,1,0
1,0,0,2,158000.0,4,4,1,4,65,14.2,1,1,0,0,0,4,1
0,0,0,0,249900.0,0,3,4,1,29,8.8,1,1,0,0,6,1,0
1,0,1,1,247100.0,4,1,1,1,27,11.7,1,0,0,0,3,3,0
0,1,1,0,104300.0,4,4,3,1,47,0.5,1,1,0,0,7,1,0
1,0,0,0,205200.0,0,1,3,1,37,15.8,1,0,0,0,8,1,0
1,0,1,0,98000.0,1,4,0,2,22,0.0,0,0,1,0,7,2,0
