ID,MONTHS_BALANCE,STATUS
1003679,-4,0
1003679,-5,C
1003679,-6,C
1003679,-7,1
1003679,-8,X
1003679,-9,X
1003680,0,1
1003680,-1,C
1003680,-2,1
1003680,-3,X
1003680,-4,C
1003680,-5,0
1003680,-6,C
1003680,-7,C
1003680,-8,1
1003680,-9,0
1003680,-10,C
1003680,-11,X
1003680,-12,1
1003680,-13,1
1003680,-14,X
1003680,-15,X
1003680,-16,0
1003680,-17,C
1003680,-18,C
1003680,-19,C
1003680,-20,C
1003680,-21,1
1003680,-22,C
1003681,0,C
1003681,-1,C
1003681,-2,X
1003681,-3,X
1003681,-4,C
1003681,-5,C
1003681,-6,0
1003681,-7,0
1003681,-8,X
1003681,-9,X
1003681,-10,C
1003681,-11,C
1003681,-12,C
1003681,-13,X
1003681,-14,C
1003681,-15,X
1003681,-16,X
1003681,-17,C
1003681,-18,X
1003681,-19,C
1003681,-20,C
1003682,0,X
1003682,-1,C
1003682,-2,C
1003682,-3,X
1003682,-4,1
1003682,-5,X
1003682,-6,X
1003682,-7,0
1003682,-8,C
1003682,-9,X
1003682,-10,X
1003682,-11,C
1003682,-12,X
1003682,-13,X
1003682,-14,C
1003682,-15,X
1003682,-16,C
1003682,-17,C
1003682,-18,X
1003682,-19,1
1003682,-20,1
1003683,0,1
1003683,-1,X
1003683,-2,0
1003683,-3,C
1003683,-4,X
1003683,-5,C
1003683,-6,C
1003683,-7,X
1003683,-8,X
1003683,-9,0
1003683,-10,X
1003683,-11,X
1003683,-12,X
1003683,-13,0
1003683,-14,0
1003683,-15,0
1003683,-16,C
1003683,-17,1
1003683,-18,C
1003683,-19,0
1003684,0,C
1003684,-1,C
1003684,-2,X
1003684,-3,C
1003684,-4,X
1003684,-5,3
1003684,-6,C
1003684,-7,3
1003684,-8,X
1003684,-9,5
1003684,-10,3
1003684,-11,C
1003684,-12,2
1003684,-13,C
1003684,-14,C
1003684,-15,X
1003684,-16,3
1003684,-17,X
1003684,-18,X
1003684,-19,X
1003684,-20,0
1003685,0,0
1003685,-1,C
1003685,-2,C
1003685,-3,0
1003685,-4,X
1003685,-5,0
1003685,-6,X
1003685,-7,C
1003685,-8,C
1003685,-9,X
1003686,0,2
1003686,-1,X
1003686,-2,C
1003686,-3,C
1003686,-4,3
1003686,-5,1
1003686,-6,X
1003686,-7,0
1003686,-8,4
1003686,-9,3
1003686,-10,C
1003686,-11,X
1003686,-12,X
1003686,-13,X
1003686,-14,C
1003686,-15,X
1003686,-16,X
1003686,-17,2
1003686,-18,X
1003686,-19,4
1003686,-20,X
1003686,-21,0
1003686,-22,5
1003687,0,C
1003687,-1,0
1003687,-2,0
1003687,-3,X
1003687,-4,C
1003687,-5,X
1003687,-6,X
1003687,-7,C
1003687,-8,C
1003687,-9,X
1003687,-10,X
1003687,-11,C
1003687,-12,C
1003687,-13,C
1003687,-14,X
1003687,-15,X
1003687,-16,C
1003687,-17,C
1003687,-18,C
1003688,0,1
1003688,-1,C
1003688,-2,0
1003688,-3,X
1003688,-4,C
1003689,0,0
1003689,-1,C
1003689,-2,X
1003689,-3,1
1003689,-4,X
1003689,-5,X
1003689,-6,C
1003689,-7,0
1003689,-8,1
1003689,-9,0
1003689,-10,X
1003689,-11,C
1003689,-12,C
1003689,-13,C
1003690,0,1
1003690,-1,0
1003690,-2,X
1003690,-3,C
1003690,-4,0
1003690,-5,X
1003690,-6,X
1003690,-7,X
1003690,-8,0
1003690,-9,X
1003690,-10,X
1003690,-11,C
1003690,-12,C
1003690,-13,C
1003690,-14,X
1003690,-15,1
1003690,-16,0
1003690,-17,X
1003690,-18,C
1003690,-19,X
1003690,-20,C
1003690,-21,C
1003690,-22,X
1003691,0,X
1003691,-1,C
1003691,-2,X
1003691,-3,C
1003691,-4,C
1003691,-5,X
1003691,-6,X
1003691,-7,1
1003691,-8,X
1003691,-9,1
1003691,-10,1
1003691,-11,X
1003692,0,0
1003692,-1,0
1003692,-2,C
1003692,-3,C
1003692,-4,0
1003692,-5,1
1003693,0,1
1003693,-1,0
1003693,-2,1
1003693,-3,X
1003693,-4,X
1003693,-5,C
1003693,-6,X
1003693,-7,C
1003693,-8,1
1003693,-9,C
1003693,-10,C
1003693,-11,X
1003693,-12,C
1003693,-13,C
1003694,0,0
1003694,-1,X
1003694,-2,0
1003694,-3,C
1003694,-4,0
1003694,-5,0
1003694,-6,X
1003694,-7,X
1003694,-8,C
1003694,-9,X
1003694,-10,C
1003694,-11,C
1003694,-12,X
1003694,-13,C
1003694,-14,X
1003694,-15,C
1003694,-16,X
1003694,-17,X
1003695,0,C
1003695,-1,C
1003695,-2,1
1003695,-3,C
1003695,-4,X
1003695,-5,0
1003695,-6,X
1003695,-7,1
1003695,-8,0
1003695,-9,1
1003695,-10,0
1003695,-11,X
1003695,-12,X
1003695,-13,1
1003695,-14,X
1003696,0,C
1003696,-1,C
1003696,-2,C
1003696,-3,C
1003696,-4,C
1003696,-5,X
1003696,-6,X
1003696,-7,C
1003696,-8,C
1003696,-9,X
1003696,-10,X
1003696,-11,C
1003696,-12,0
1003696,-13,X
1003696,-14,0
1003696,-15,C
1003697,0,1
1003697,-1,0
1003697,-2,C
1003697,-3,X
1003697,-4,X
1003697,-5,X
1003697,-6,C
1003697,-7,0
1003697,-8,X
1003697,-9,X
1003697,-10,X
1003697,-11,C
1003697,-12,X
1003697,-13,C
1003697,-14,0
1003698,0,X
1003698,-1,0
1003698,-2,C
1003698,-3,0
1003698,-4,C
1003698,-5,X
1003698,-6,0
1003698,-7,X
1003698,-8,C
1003698,-9,1
1003698,-10,C
1003698,-11,C
1003698,-12,0
1003698,-13,1
1003698,-14,0
1003698,-15,1
1003698,-16,X
1003698,-17,1
1003699,0,C
1003699,-1,X
1003699,-2,0
1003699,-3,X
1003699,-4,1
1003699,-5,X
1003700,0,X
1003700,-1,X
1003700,-2,0
1003700,-3,X
1003700,-4,C
1003700,-5,X
1003700,-6,C
1003700,-7,C
1003700,-8,C
1003700,-9,X
1003700,-10,1
1003700,-11,C
1003701,0,1
1003701,-1,1
1003701,-2,2
1003701,-3,2
1003701,-4,5
1003701,-5,C
1003701,-6,0
1003701,-7,C
1003702,0,X
1003702,-1,C
1003702,-2,X
1003702,-3,X
1003702,-4,C
1003702,-5,X
1003702,-6,C
1003702,-7,X
1003702,-8,X
1003702,-9,0
1003702,-10,C
1003702,-11,0
1003702,-12,C
1003702,-13,X
1003703,0,0
1003703,-1,C
1003703,-2,X
1003703,-3,C
1003703,-4,1
1003703,-5,X
1003703,-6,C
1003703,-7,X
1003703,-8,C
1003704,0,X
1003704,-1,X
1003704,-2,C
1003704,-3,X
1003704,-4,1
1003704,-5,0
1003704,-6,C
1003705,0,X
1003705,-1,X
1003705,-2,C
1003705,-3,C
1003705,-4,X
1003706,0,X
1003706,-1,C
1003706,-2,1
1003706,-3,C
1003706,-4,C
1003707,0,0
1003707,-1,X
1003707,-2,C
1003707,-3,C
1003707,-4,X
1003707,-5,C
1003707,-6,0
1003707,-7,0
1003707,-8,X
1003707,-9,C
1003708,0,X
1003708,-1,C
1003708,-2,0
1003708,-3,0
1003708,-4,C
1003708,-5,C
1003708,-6,X
1003708,-7,C
1003708,-8,C
1003708,-9,X
1003708,-10,X
1003708,-11,C
1003708,-12,X
1003708,-13,C
1003708,-14,X
1003708,-15,X
1003708,-16,X
1003708,-17,1
1003708,-18,C
1003708,-19,C
1003708,-20,C
1003708,-21,0
1003708,-22,C
1003709,0,1
1003709,-1,C
1003709,-2,C
1003709,-3,X
1003710,0,X
1003710,-1,C
1003710,-2,C
1003710,-3,0
1003710,-4,1
1003710,-5,0
1003710,-6,0
1003710,-7,1
1003710,-8,X
1003710,-9,X
1003710,-10,C
1003710,-11,X
1003710,-12,X
1003710,-13,C
1003710,-14,X
1003710,-15,C
1003710,-16,X
1003710,-17,C
1003710,-18,C
1003710,-19,C
1003711,0,X
1003711,-1,C
1003711,-2,2
1003711,-3,C
1003711,-4,X
1003711,-5,C
1003711,-6,X
1003711,-7,C
1003711,-8,X
1003711,-9,X
1003711,-10,C
1003711,-11,C
1003711,-12,C
1003711,-13,1
1003711,-14,C
1003711,-15,C
1003711,-16,X
1003711,-17,2
1003712,0,C
1003712,-1,X
1003712,-2,C
1003712,-3,C
1003712,-4,X
1003712,-5,1
1003712,-6,C
1003712,-7,C
1003712,-8,X
1003712,-9,X
1003712,-10,X
1003712,-11,0
1003713,0,C
1003713,-1,0
1003713,-2,C
1003713,-3,X
1003713,-4,C
1003713,-5,X
1003713,-6,C
1003713,-7,C
1003713,-8,C
1003713,-9,X
1003713,-10,0
1003713,-11,1
1003713,-12,1
1003713,-13,X
1003713,-14,X
1003714,0,0
1003714,-1,X
1003714,-2,X
1003714,-3,C
1003714,-4,1
1003714,-5,C
1003715,0,0
1003715,-1,C
1003715,-2,C
1003715,-3,C
1003715,-4,X
1003715,-5,C
1003715,-6,C
1003715,-7,X
1003715,-8,C
1003715,-9,C
1003715,-10,1
1003715,-11,C
1003715,-12,X
1003715,-13,X
1003715,-14,X
1003715,-15,C
1003715,-16,C
1003715,-17,X
1003716,0,X
1003716,-1,C
1003716,-2,C
1003716,-3,0
1003716,-4,X
1003716,-5,C
1003716,-6,0
1003716,-7,C
1003717,0,X
1003717,-1,0
1003717,-2,0
1003717,-3,X
1003717,-4,1
1003717,-5,0
1003717,-6,1
1003717,-7,C
1003717,-8,X
1003717,-9,C
1003717,-10,0
1003717,-11,C
1003717,-12,X
1003717,-13,0
1003717,-14,X
1003717,-15,0
1003717,-16,C
1003717,-17,C
1003717,-18,X
1003717,-19,C
1003717,-20,C
1003718,0,C
1003718,-1,X
1003718,-2,1
1003718,-3,C
1003718,-4,X
1003719,0,C
1003719,-1,C
1003719,-2,X
1003719,-3,0
1003719,-4,0
1003719,-5,C
1003719,-6,X
1003719,-7,C
1003719,-8,X
1003719,-9,C
1003720,0,0
1003720,-1,1
1003720,-2,C
1003720,-3,C
1003720,-4,X
1003720,-5,C
1003720,-6,X
1003720,-7,C
1003720,-8,X
1003720,-9,X
1003720,-10,0
1003720,-11,0
1003720,-12,X
1003720,-13,X
1003720,-14,1
1003720,-15,X
1003720,-16,C
1003720,-17,1
1003720,-18,C
1003720,-19,C
1003720,-20,X
1003721,0,1
1003721,-1,0
1003721,-2,1
1003721,-3,0
1003721,-4,1
1003721,-5,C
1003721,-6,0
1003721,-7,1
1003721,-8,C
1003721,-9,C
1003721,-10,X
1003722,0,X
1003722,-1,C
1003722,-2,C
1003722,-3,0
1003722,-4,X
1003722,-5,X
1003722,-6,X
1003722,-7,X
1003722,-8,C
1003722,-9,C
1003722,-10,X
1003723,0,C
1003723,-1,C
1003723,-2,C
1003723,-3,C
1003723,-4,X
1003723,-5,X
1003723,-6,C
1003723,-7,C
1003723,-8,C
1003723,-9,0
1003723,-10,C
1003723,-11,X
1003723,-12,X
1003723,-13,X
1003724,0,0
1003724,-1,X
1003724,-2,C
1003724,-3,2
1003724,-4,3
1003725,0,C
1003725,-1,C
1003725,-2,1
1003725,-3,C
1003725,-4,C
1003725,-5,C
1003725,-6,C
1003725,-7,0
1003725,-8,C
1003725,-9,C
1003725,-10,X
1003726,0,C
1003726,-1,C
1003726,-2,2
1003726,-3,X
1003726,-4,X
1003726,-5,X
1003726,-6,X
1003726,-7,X
1003726,-8,2
1003726,-9,0
1003726,-10,X
1003726,-11,3
1003726,-12,0
1003726,-13,0
1003726,-14,X
1003726,-15,2
1003726,-16,3
1003726,-17,0
1003726,-18,X
1003726,-19,C
1003727,0,X
1003727,-1,X
1003727,-2,X
1003727,-3,C
1003727,-4,X
1003728,0,C
1003728,-1,C
1003728,-2,1
1003728,-3,C
1003728,-4,C
1003728,-5,C
1003728,-6,C
1003728,-7,X
1003728,-8,1
1003728,-9,0
1003728,-10,1
1003728,-11,1
1003728,-12,C
1003728,-13,0
1003729,0,1
1003729,-1,C
1003729,-2,1
1003729,-3,0
1003729,-4,X
1003729,-5,C
1003730,0,C
1003730,-1,X
1003730,-2,0
1003731,0,X
1003731,-1,C
1003731,-2,X
1003732,0,C
1003732,-1,2
1003732,-2,X
1003732,-3,X
1003732,-4,C
1003732,-5,C
1003732,-6,X
1003732,-7,X
1003732,-8,0
1003732,-9,C
1003732,-10,C
1003732,-11,C
1003733,0,C
1003733,-1,X
1003733,-2,2
1003733,-3,X
1003733,-4,0
1003733,-5,C
1003733,-6,X
1003733,-7,1
1003733,-8,0
1003733,-9,X
1003733,-10,0
1003734,0,X
1003734,-1,0
1003734,-2,1
1003734,-3,C
1003734,-4,X
1003734,-5,C
1003734,-6,C
1003735,0,2
1003735,-1,X
1003735,-2,X
1003735,-3,X
1003735,-4,4
1003735,-5,X
1003735,-6,1
1003735,-7,X
1003735,-8,X
1003735,-9,5
1003735,-10,1
1003735,-11,C
1003735,-12,C
1003735,-13,0
1003735,-14,1
1003735,-15,0
1003735,-16,4
1003735,-17,C
1003735,-18,X
1003735,-19,C
1003735,-20,C
1003736,0,C
1003736,-1,1
1003736,-2,0
1003736,-3,X
1003736,-4,X
1003736,-5,C
1003736,-6,X
1003736,-7,C
1003736,-8,X
1003736,-9,1
1003737,0,0
1003737,-1,X
1003737,-2,X
1003737,-3,0
1003737,-4,1
1003737,-5,C
1003737,-6,1
1003738,0,C
1003738,-1,C
1003738,-2,0
1003738,-3,X
1003738,-4,C
1003739,0,C
1003739,-1,1
1003739,-2,1
1003739,-3,C
1003739,-4,X
1003739,-5,X
1003739,-6,X
1003739,-7,X
1003739,-8,C
1003739,-9,X
1003739,-10,C
1003739,-11,C
1003740,0,X
1003740,-1,C
1003740,-2,X
1003740,-3,X
1003740,-4,X
1003740,-5,C
1003740,-6,0
1003740,-7,C
1003740,-8,C
1003740,-9,1
1003740,-10,0
1003740,-11,C
1003740,-12,C
1003740,-13,C
1003741,0,X
1003741,-1,C
1003741,-2,C
1003741,-3,0
1003741,-4,0
1003741,-5,X
1003741,-6,C
1003741,-7,C
1003741,-8,C
1003741,-9,X
1003741,-10,X
1003741,-11,1
1003741,-12,C
1003741,-13,C
1003741,-14,X
1003741,-15,C
1003742,0,C
1003742,-1,C
1003742,-2,C
1003742,-3,X
1003742,-4,0
1003742,-5,X
1003742,-6,C
1003742,-7,1
1003742,-8,0
1003742,-9,X
1003742,-10,1
1003742,-11,C
1003742,-12,X
1003743,0,1
1003743,-1,X
1003743,-2,C
1003743,-3,X
1003743,-4,X
1003743,-5,X
1003743,-6,3
1003743,-7,X
1003743,-8,X
1003743,-9,C
1003743,-10,0
1003743,-11,C
1003743,-12,C
1003743,-13,1
1003743,-14,0
1003743,-15,X
1003743,-16,4
1003743,-17,4
1003743,-18,X
1003743,-19,X
1003743,-20,2
1003744,0,2
1003744,-1,0
1003744,-2,X
1003744,-3,C
1003744,-4,4
1003745,0,X
1003745,-1,C
1003745,-2,X
1003745,-3,X
1003745,-4,1
1003745,-5,C
1003745,-6,C
1003745,-7,X
1003745,-8,0
1003745,-9,C
1003746,0,C
1003746,-1,X
1003746,-2,X
1003746,-3,0
1003746,-4,X
1003746,-5,C
1003746,-6,X
1003746,-7,C
1003746,-8,X
1003746,-9,C
1003746,-10,C
1003746,-11,C
1003746,-12,X
1003746,-13,C
1003746,-14,C
1003746,-15,C
1003747,0,X
1003747,-1,C
1003747,-2,X
1003747,-3,C
1003747,-4,X
1003747,-5,X
1003747,-6,X
1003747,-7,0
1003747,-8,0
1003747,-9,1
1003747,-10,X
1003747,-11,C
1003747,-12,0
1003747,-13,1
1003747,-14,X
1003747,-15,X
1003748,0,X
1003748,-1,C
1003748,-2,C
1003748,-3,1
1003748,-4,C
1003748,-5,X
1003748,-6,4
1003748,-7,X
1003748,-8,0
1003748,-9,C
1003748,-10,0
1003748,-11,X
1003748,-12,5
1003748,-13,X
1003748,-14,X
1003748,-15,2
1003748,-16,X
1003748,-17,C
1003748,-18,C
1003748,-19,C
1003748,-20,X
1003749,0,C
1003749,-1,C
1003749,-2,C
1003749,-3,X
1003749,-4,C
1003749,-5,0
1003749,-6,C
1003749,-7,C
1003749,-8,X
1003749,-9,C
1003749,-10,0
1003749,-11,0
1003749,-12,X
1003749,-13,1
1003749,-14,0
1003749,-15,1
1003749,-16,0
1003750,0,0
1003750,-1,X
1003750,-2,C
1003750,-3,C
1003750,-4,X
1003750,-5,C
1003750,-6,1
1003751,0,C
1003751,-1,0
1003751,-2,0
1003751,-3,X
1003751,-4,X
1003752,0,0
1003752,-1,X
1003752,-2,X
1003752,-3,1
1003752,-4,0
1003752,-5,C
1003752,-6,X
1003752,-7,0
1003752,-8,0
1003752,-9,X
1003752,-10,C
1003752,-11,X
1003752,-12,X
1003752,-13,C
1003752,-14,C
1003752,-15,1
1003752,-16,X
1003752,-17,C
1003752,-18,X
1003752,-19,1
1003752,-20,C
1003753,0,X
1003753,-1,C
1003753,-2,0
1003753,-3,1
1003753,-4,X
1003753,-5,1
1003753,-6,1
1003753,-7,X
1003754,0,X
1003754,-1,X
1003754,-2,C
1003754,-3,0
1003754,-4,0
1003754,-5,X
1003754,-6,C
1003754,-7,0
1003755,0,1
1003755,-1,C
1003755,-2,X
1003755,-3,1
1003755,-4,C
1003755,-5,X
1003755,-6,C
1003755,-7,C
1003755,-8,C
1003755,-9,X
1003755,-10,C
1003755,-11,C
1003755,-12,C
1003755,-13,0
1003756,0,C
1003756,-1,C
1003756,-2,C
1003756,-3,1
1003756,-4,X
1003756,-5,0
1003756,-6,0
1003756,-7,1
1003756,-8,1
1003756,-9,1
1003756,-10,C
1003756,-11,1
1003756,-12,X
1003756,-13,0
1003756,-14,C
1003757,0,X
1003757,-1,0
1003757,-2,X
1003757,-3,X
1003757,-4,C
1003757,-5,0
1003757,-6,1
1003757,-7,C
1003757,-8,1
1003757,-9,1
1003757,-10,0
1003757,-11,X
1003757,-12,C
1003757,-13,C
1003757,-14,X
1003757,-15,C
1003757,-16,0
1003757,-17,C
1003757,-18,C
1003758,0,X
1003758,-1,C
1003758,-2,X
1003758,-3,X
1003758,-4,C
1003758,-5,X
1003758,-6,X
1003758,-7,1
1003758,-8,C
1003758,-9,X
1003758,-10,X
1003758,-11,C
1003758,-12,C
1003758,-13,C
1003758,-14,X
1003758,-15,C
1003758,-16,0
1003759,0,X
1003759,-1,C
1003759,-2,C
1003759,-3,2
1003759,-4,C
1003759,-5,C
1003759,-6,X
1003760,0,1
1003760,-1,0
1003760,-2,C
1003760,-3,X
1003760,-4,0
1003760,-5,X
1003760,-6,C
1003760,-7,X
1003760,-8,1
1003760,-9,X
1003760,-10,C
1003760,-11,X
1003760,-12,0
1003760,-13,C
1003760,-14,C
1003760,-15,0
1003760,-16,0
1003760,-17,1
1003761,0,0
1003761,-1,X
1003761,-2,0
1003761,-3,C
1003761,-4,4
1003761,-5,1
1003761,-6,X
1003761,-7,X
1003761,-8,3
1003761,-9,C
1003761,-10,C
1003761,-11,3
1003761,-12,X
1003761,-13,C
1003761,-14,X
1003761,-15,2
1003762,0,C
1003762,-1,X
1003762,-2,C
1003762,-3,X
1003762,-4,C
1003762,-5,1
1003762,-6,X
1003763,0,C
1003763,-1,1
1003763,-2,0
1003763,-3,0
1003763,-4,C
1003764,0,X
1003764,-1,C
1003764,-2,C
1003764,-3,0
1003764,-4,X
1003764,-5,C
1003764,-6,X
1003764,-7,0
1003764,-8,0
1003764,-9,C
1003764,-10,X
1003764,-11,C
1003764,-12,C
1003764,-13,C
1003764,-14,C
1003764,-15,X
1003764,-16,X
1003764,-17,0
1003765,0,C
1003765,-1,0
1003765,-2,C
1003765,-3,0
1003765,-4,1
1003765,-5,X
1003765,-6,C
1003765,-7,C
1003766,0,C
1003766,-1,C
1003766,-2,X
1003766,-3,C
1003766,-4,0
1003767,0,X
1003767,-1,X
1003767,-2,4
1003767,-3,4
1003767,-4,C
1003767,-5,X
1003767,-6,X
1003767,-7,2
1003768,0,C
1003768,-1,0
1003768,-2,C
1003768,-3,0
1003768,-4,C
1003768,-5,0
1003768,-6,C
1003768,-7,C
1003769,0,C
1003769,-1,0
1003769,-2,C
1003769,-3,0
1003769,-4,X
1003769,-5,X
1003769,-6,X
1003769,-7,C
1003770,0,C
1003770,-1,X
1003770,-2,C
1003770,-3,C
1003771,0,X
1003771,-1,C
1003771,-2,C
1003771,-3,C
1003771,-4,C
1003771,-5,X
1003771,-6,C
1003771,-7,X
1003771,-8,C
1003771,-9,X
1003771,-10,C
1003771,-11,C
1003771,-12,C
1003771,-13,C
1003771,-14,C
1003771,-15,X
1003771,-16,X
1003771,-17,C
1003772,0,2
1003772,-1,0
1003772,-2,4
1003772,-3,X
1003772,-4,C
1003772,-5,X
1003772,-6,2
1003772,-7,X
1003772,-8,X
1003772,-9,2
1003772,-10,0
1003772,-11,1
1003772,-12,C
1003772,-13,2
1003772,-14,X
1003772,-15,0
1003772,-16,2
1003773,0,X
1003773,-1,X
1003773,-2,X
1003773,-3,0
1003773,-4,0
1003773,-5,X
1003773,-6,X
1003773,-7,C
1003773,-8,X
1003773,-9,C
1003773,-10,C
1003773,-11,1
1003773,-12,C
1003773,-13,C
1003773,-14,0
1003774,0,X
1003774,-1,X
1003774,-2,2
1003774,-3,C
1003774,-4,X
1003774,-5,C
1003774,-6,X
1003774,-7,X
1003774,-8,X
1003774,-9,X
1003774,-10,C
1003774,-11,1
1003774,-12,3
1003774,-13,2
1003774,-14,0
1003774,-15,X
1003774,-16,C
1003775,0,X
1003775,-1,C
1003775,-2,X
1003775,-3,1
1003776,0,C
1003776,-1,X
1003776,-2,X
1003776,-3,X
1003776,-4,C
1003776,-5,C
1003776,-6,0
1003777,0,X
1003777,-1,C
1003777,-2,C
1003777,-3,X
1003777,-4,X
1003777,-5,C
1003777,-6,C
1003777,-7,C
1003777,-8,0
1003777,-9,C
1003777,-10,0
1003777,-11,C
1003777,-12,X
1003777,-13,C
1003777,-14,C
1003777,-15,0
1003777,-16,C
1003778,0,C
1003778,-1,4
1003778,-2,C
1003778,-3,1
1003778,-4,3
1003778,-5,0
1003778,-6,C
1003778,-7,X
1003778,-8,C
1003778,-9,C
1003778,-10,X
1003778,-11,0
1003778,-12,C
1003778,-13,C
1003778,-14,C
1003778,-15,C
1003778,-16,0
1003778,-17,0
1003778,-18,0
1003778,-19,1
1003778,-20,0
1003778,-21,1
1003778,-22,0
1003779,0,X
1003779,-1,X
1003779,-2,0
1003779,-3,X
1003779,-4,0
1003779,-5,X
1003779,-6,C
1003779,-7,X
1003780,0,C
1003780,-1,X
1003780,-2,X
1003780,-3,0
1003780,-4,C
1003780,-5,X
1003780,-6,2
1003780,-7,2
1003780,-8,C
1003780,-9,0
1003780,-10,3
1003780,-11,0
1003780,-12,3
1003780,-13,C
1003780,-14,2
1003780,-15,3
1003780,-16,2
1003780,-17,2
1003780,-18,2
1003781,0,X
1003781,-1,C
1003781,-2,X
1003781,-3,C
1003781,-4,X
1003781,-5,1
1003781,-6,C
1003781,-7,C
1003781,-8,0
1003781,-9,C
1003781,-10,C
1003781,-11,C
1003782,0,X
1003782,-1,2
1003782,-2,C
1003783,0,C
1003783,-1,X
1003783,-2,X
1003783,-3,C
1003784,0,C
1003784,-1,C
1003784,-2,X
1003784,-3,X
1003784,-4,C
1003784,-5,0
1003784,-6,X
1003784,-7,0
1003784,-8,0
1003785,0,1
1003785,-1,X
1003785,-2,0
1003785,-3,1
1003785,-4,C
1003785,-5,C
1003785,-6,0
1003785,-7,0
1003785,-8,X
1003785,-9,C
1003785,-10,C
1003785,-11,C
1003785,-12,C
1003785,-13,C
1003785,-14,X
1003785,-15,C
1003785,-16,C
1003785,-17,X
1003786,0,C
1003786,-1,C
1003786,-2,C
1003786,-3,X
1003786,-4,X
1003786,-5,1
1003786,-6,X
1003786,-7,C
1003786,-8,C
1003786,-9,C
1003786,-10,C
1003787,0,X
1003787,-1,1
1003787,-2,0
1003787,-3,C
1003787,-4,X
1003787,-5,C
1003787,-6,1
1003787,-7,0
1003787,-8,X
1003788,0,C
1003788,-1,C
1003788,-2,X
1003788,-3,0
1003788,-4,0
1003788,-5,C
1003788,-6,X
1003788,-7,X
1003788,-8,X
1003788,-9,X
1003788,-10,X
1003788,-11,C
1003788,-12,C
1003788,-13,X
1003788,-14,C
1003788,-15,C
1003788,-16,0
1003788,-17,C
1003788,-18,X
1003788,-19,X
1003789,0,C
1003789,-1,X
1003789,-2,0
1003789,-3,1
1003789,-4,C
1003790,0,1
1003790,-1,X
1003790,-2,C
1003790,-3,X
1003790,-4,C
1003790,-5,0
1003790,-6,X
1003790,-7,C
1003790,-8,X
1003790,-9,0
1003790,-10,X
1003790,-11,C
1003790,-12,1
1003790,-13,C
1003790,-14,C
1003790,-15,C
1003790,-16,X
1003790,-17,0
1003790,-18,C
1003791,0,0
1003791,-1,2
1003791,-2,1
1003791,-3,X
1003791,-4,1
1003791,-5,1
1003791,-6,0
1003791,-7,X
1003791,-8,X
1003791,-9,C
1003791,-10,C
1003791,-11,2
1003791,-12,C
1003791,-13,X
1003791,-14,C
1003791,-15,C
1003791,-16,C
1003791,-17,C
1003791,-18,X
1003791,-19,C
1003792,0,C
1003792,-1,X
1003792,-2,C
1003792,-3,X
1003793,0,0
1003793,-1,0
1003793,-2,0
1003793,-3,X
1003793,-4,0
1003793,-5,C
1003793,-6,0
1003793,-7,C
1003793,-8,X
1003793,-9,X
1003793,-10,X
1003793,-11,C
1003793,-12,X
1003793,-13,C
1003793,-14,C
1003793,-15,C
1003793,-16,1
1003793,-17,1
1003793,-18,0
1003794,0,C
1003794,-1,X
1003794,-2,C
1003794,-3,C
1003794,-4,0
1003794,-5,C
1003794,-6,C
1003794,-7,X
1003794,-8,C
1003794,-9,C
1003794,-10,C
1003794,-11,X
1003795,0,0
1003795,-1,C
1003795,-2,C
1003795,-3,0
1003795,-4,X
1003795,-5,X
1003795,-6,C
1003795,-7,C
1003795,-8,X
1003795,-9,C
1003795,-10,0
1003795,-11,1
1003795,-12,1
1003795,-13,X
1003795,-14,X
1003795,-15,0
1003795,-16,1
1003795,-17,C
1003795,-18,C
1003795,-19,X
1003795,-20,0
1003795,-21,X
1003796,0,C
1003796,-1,0
1003796,-2,0
1003796,-3,X
1003796,-4,C
1003797,0,1
1003797,-1,1
1003797,-2,1
1003797,-3,X
1003797,-4,C
1003797,-5,C
1003797,-6,X
1003798,0,0
1003798,-1,0
1003798,-2,X
1003798,-3,C
1003798,-4,C
1003798,-5,C
1003798,-6,0
1003798,-7,1
1003798,-8,C
1003798,-9,C
1003798,-10,X
1003798,-11,C
1003799,0,0
1003799,-1,C
1003799,-2,C
1003799,-3,0
1003799,-4,C
1003799,-5,0
1003799,-6,0
1003799,-7,1
1003799,-8,C
1003799,-9,X
1003799,-10,C
1003799,-11,C
1003799,-12,X
1003799,-13,X
1003799,-14,C
1003799,-15,C
1003799,-16,C
1003799,-17,C
1003799,-18,X
1003799,-19,1
1003799,-20,C
1003799,-21,X
1003800,0,0
1003800,-1,X
1003800,-2,0
1003801,0,X
1003801,-1,1
1003801,-2,X
1003801,-3,C
1003801,-4,0
1003801,-5,0
1003801,-6,X
1003801,-7,X
1003801,-8,1
1003801,-9,C
1003801,-10,X
1003801,-11,C
1003801,-12,C
1003801,-13,X
1003801,-14,C
1003801,-15,C
1003801,-16,X
1003801,-17,0
1003801,-18,0
1003801,-19,C
1003801,-20,0
1003802,0,C
1003802,-1,0
1003802,-2,C
1003802,-3,1
1003802,-4,X
1003802,-5,C
1003802,-6,1
1003802,-7,X
1003802,-8,1
1003802,-9,X
1003802,-10,C
1003802,-11,0
1003802,-12,C
1003802,-13,C
1003802,-14,C
1003802,-15,C
1003803,0,X
1003803,-1,1
1003803,-2,X
1003803,-3,C
1003803,-4,C
1003803,-5,1
1003803,-6,X
1003803,-7,C
1003803,-8,C
